AltAGL,Time,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,amp2,BaroA,COM1,COM2,CRS,E1 CHT Variance,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Variance,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
670,1021,1525.3,1425.4,1513.1,-44.3,2,0.1,29.98,118.4,124.575,356.7,36.23,287.57,312.59,313.42,323.8,19.3,1285.62,1276.19,1294.06,1274.76,6.88,66.17,136.31,1981.7,20.61,19.22,98.48,3704,NaN,356.2,14,10,82.22,0,47.9335823,-97.1964111,3.1,0.07,15,2.96,-0.27,84,39.83,356.1,28.1,28.1,12,-301.86,-208.7,-171.5,11.78,NaN,NaN
666,1022,1522.3,1422,1509.7,-40.8,2,0.1,29.98,118.4,124.575,356.7,36.27,287.21,312.21,313.14,323.48,18.83,1285.89,1276.67,1293.74,1274.91,6.84,66.31,136.37,1988.3,20.61,19.2,98.75,3704,NaN,354.5,13.5,10,83.76,-0.02,47.9340401,-97.1964188,3.1,-0.02,15,3.04,0.18,86,39.81,356.3,28.1,28.1,12,-320.8,-169.3,-171,11.9,NaN,NaN
662,1023,1526.3,1417.6,1505.3,-37.7,2,0.1,29.98,118.4,124.575,356.7,36.28,286.86,311.86,312.76,323.14,18.57,1286.32,1277.28,1293.53,1274.96,6.93,66.36,136.43,1991.9,20.59,19.17,98.73,3704,NaN,354,13.5,10,84.96,-0.03,47.9344978,-97.1964264,3.1,-0.04,15,3.03,-0.22,87,39.76,356.1,28.1,28.1,12,-147.32,-181.1,-170.6,12.02,NaN,NaN
658,1024,1523.3,1413.7,1501.3,-37.9,2.1,0.1,29.98,118.4,124.575,356.7,36.24,286.54,311.5,312.42,322.78,18.82,1287.29,1278.13,1293.92,1275.1,6.9,65.89,136.49,1988.3,20.54,19.14,98.71,3704,NaN,354.4,13.5,10,83.92,-0.01,47.9349709,-97.1964417,3.1,0.03,15,2.98,-0.3,86,39.68,355.7,28.1,28.1,12,-89.29,-216.5,-170.2,12.13,NaN,NaN
654,1025,1517.3,1410.3,1497.9,-36.5,2.1,0.1,29.98,118.4,124.575,356.7,36.27,286.24,311.14,312.09,322.51,20.14,1286.21,1278.16,1295.39,1275.25,6.92,66.2,136.53,1989.1,20.54,19.14,98.81,3704,NaN,354.5,14,10,83.88,-0.01,47.9354134,-97.1964569,3.1,0.18,15,3.7,3.09,86,39.68,355.7,28.1,28.1,12,-165.75,-204.7,-169.9,12.22,NaN,NaN
653,1026,1514.3,1409.1,1496.7,-33.1,1.8,0.1,29.98,118.4,124.575,356.7,36.27,285.9,310.81,311.79,322.17,20.79,1285.31,1278.51,1296.14,1275.35,7.07,66.74,136.6,1997.6,20.54,19.07,98.81,3704,NaN,354.7,14,10,84.34,-0.01,47.9358711,-97.1964722,3.1,0.02,15,4.28,1.68,87,39.61,356,28.1,28.1,12,-201.8,-86.6,-169.6,12.31,NaN,NaN
653,1027,1512.3,1409.2,1496.8,-30.2,2.1,0.1,29.98,118.4,124.575,356.7,36.25,285.61,310.48,311.48,321.86,21.93,1286.02,1280.45,1297.71,1275.78,7.62,66.84,136.68,2039.4,20.59,18.96,98.59,3704,NaN,355.6,14,10,83.84,0.01,47.9363251,-97.1964798,3.1,0.17,15,4.77,0.26,86,39.55,356.3,28.1,28.1,12,-184.17,0,-169.5,12.39,NaN,NaN
656,1028,1512.3,1411.4,1499,-24.2,1.9,0.1,29.98,118.4,124.575,356.7,36.26,285.3,310.19,311.12,321.56,22.55,1286.27,1282.84,1298.38,1275.83,7.67,66.83,136.74,2059.1,20.56,19.02,98.36,3704,NaN,355.1,13.5,10,84.8,-0.01,47.936779,-97.1964798,3.1,0.05,15,4.82,-0.87,87,39.58,356.3,28.1,28.1,12,-137.35,86.6,-169.4,12.46,NaN,NaN
659,1029,1513.3,1415.3,1502.9,-16.7,1.9,0.1,29.98,118.4,124.575,356.7,36.25,284.99,309.89,310.86,321.24,22.12,1285.52,1283.81,1297.95,1275.83,7.75,67.12,136.78,2062.4,20.49,19.07,97.91,3704,NaN,354.5,13.5,10,84.03,-0.01,47.9372292,-97.1964874,3.1,0.08,15,7.33,-1.77,86,39.56,356,28.1,28.1,12,-39.09,157.5,-169.3,12.51,NaN,NaN
666,1030,1518.3,1421.4,1509.1,-7.3,2.1,0.1,29.98,118.4,124.575,356.7,36.27,284.72,309.58,310.61,320.99,22.26,1284.08,1284.19,1297.82,1275.56,7.67,66.99,136.83,2055.6,20.47,19.12,97.04,3704,NaN,353,13.5,10,82.36,-0.05,47.9376755,-97.1965103,3.1,0,15,7.26,-1.92,85,39.59,355.6,28.1,28.1,12,71.95,330.7,-169.2,12.55,NaN,NaN
672,1031,1528.3,1428.3,1515.9,2.8,2,0.1,29.98,118.4,124.575,356.7,36.23,284.49,309.38,310.33,320.72,22.56,1283.2,1284.39,1297.48,1274.92,7.71,67,136.89,2046.5,20.54,19.07,96.05,3704,NaN,352.2,13.5,10,81.73,-0.03,47.9381371,-97.1965332,3.1,0.02,15.2,7.86,1.7,84,39.61,355,28.1,28.1,12,269.16,385.8,-169.1,12.6,NaN,NaN
678,1032,1533.3,1434.1,1521.8,12.1,1.9,0.1,29.98,118.4,124.575,356.7,36.28,284.13,308.99,309.99,320.41,23.3,1283.66,1284.62,1297.35,1274.05,7.76,66.97,136.95,2042.9,20.54,19.07,95.03,3704,NaN,353.1,14,10,80.74,-0.02,47.9385605,-97.1965561,3.1,0.01,15.2,8.38,3.7,83,39.61,355,28.1,28.1,12,332.75,366.1,-169,12.63,NaN,NaN
686,1033,1533.3,1442.2,1529.8,24.5,1.9,0.1,29.98,118.4,124.575,356.7,36.28,283.82,308.71,309.67,320.1,22.82,1283.58,1285.71,1296.54,1273.72,7.69,66.6,137.01,2041.6,20.59,19.07,93.87,3704,NaN,355.6,14,10,79.75,0.01,47.9390106,-97.1965714,3.1,-0.02,15.2,7.92,0.66,82,39.66,355.4,28.1,28.1,12,262.64,440.9,-168.9,12.67,NaN,NaN
694,1034,1537.3,1450.2,1537.8,36.5,2,0.1,29.98,118.4,124.575,356.7,36.31,283.59,308.49,309.46,319.9,23.44,1283.06,1286.65,1297.31,1273.87,7.73,66.92,137.06,2039.4,20.64,18.99,92.88,3704,NaN,357.1,13.5,10,78.86,0.04,47.9394379,-97.1965942,3.1,-0.07,15.2,7.5,-0.47,81,39.63,355.5,28.1,28.1,12,208.25,503.9,-168.9,12.69,NaN,NaN
700,1035,1541.3,1455.8,1543.4,45.5,2.1,0.1,29.98,118.4,124.575,356.7,36.32,283.41,308.29,309.23,319.73,23.86,1282.78,1287.01,1297.7,1273.84,7.78,66.93,137.1,2036.5,20.69,18.94,92.06,3704,NaN,355,13.5,10,77.09,-0.01,47.9398499,-97.1966019,3.1,0.04,15.2,7.55,-0.33,79,39.63,355.9,28.1,28.1,12,203.32,444.9,-169,12.7,NaN,NaN
712,1036,1554.3,1464.3,1551.9,55.2,2,0.1,29.98,118.4,124.575,356.7,36.33,283.05,307.98,308.88,319.38,23.4,1282.91,1286.87,1297.26,1273.86,7.77,67.07,137.14,2036.3,20.76,18.91,91.24,3704,NaN,353,13.5,10,78.57,-0.02,47.9402695,-97.1966019,3.1,0.09,15.2,8.58,1.11,81,39.67,355.8,28.1,28.1,12,383.69,503.9,-169.2,12.71,NaN,NaN
722,1037,1566.3,1474,1561.6,64.8,1.9,0.1,29.98,118.4,124.575,356.7,36.32,282.79,307.73,308.68,319.11,23.51,1283.18,1286.74,1297.39,1273.88,7.69,66.53,137.16,2032,20.78,18.91,90.19,3704,NaN,352.6,13.5,10,77.39,-0.02,47.9406853,-97.1966248,3.1,-0.02,15.2,8.32,0.56,80,39.69,355.7,28.1,28.1,12,543.63,586.6,-169.4,12.7,NaN,NaN
730,1038,1577.3,1482.2,1569.8,70.8,2,0.1,29.98,118.4,124.575,356.7,36.37,282.58,307.51,308.45,318.95,24.37,1282.89,1286.55,1298.18,1273.81,7.75,66.59,137.18,2027.3,20.78,18.91,89.3,3704,NaN,352.3,14,10,76.81,0,47.9410973,-97.1966324,3.1,-0.04,15.2,7.95,0.47,79,39.69,355.5,28.1,28.1,12,609.99,507.9,-169.5,12.68,NaN,NaN
737,1039,1583.3,1488.9,1576.6,73.7,2.1,0.1,29.98,118.4,124.575,356.7,36.41,282.38,307.36,308.24,318.79,24.48,1282.5,1286.12,1298.28,1273.8,7.77,66.61,137.22,2018.9,20.78,18.96,88.58,3704,NaN,352,13.5,10,75.86,-0.04,47.9415092,-97.1966553,3.1,-0.06,15.2,7.37,0.02,78,39.74,355.5,28.1,28.1,12,558.89,429.1,-169.5,12.66,NaN,NaN
744,1040,1593.3,1495.5,1583.1,74,2,0.1,29.98,118.4,124.575,356.7,36.35,282.1,307.07,307.96,318.45,24.98,1282.14,1286.55,1298.34,1273.36,7.75,66.19,137.26,2018.6,20.81,19.04,88.1,3704,NaN,352.5,13.5,10,75.38,-0.02,47.9419136,-97.1966705,3.1,-0.2,15.2,4.46,0.87,78,39.85,355.1,28.1,28.1,12,556.95,354.3,-169.4,12.62,NaN,NaN
744,1041,1596.3,1495.8,1583.4,67.5,1.9,0.1,29.98,118.4,124.575,356.7,36.36,281.88,306.84,307.77,318.24,25.21,1282.3,1286.63,1298.22,1273.01,7.61,66.38,137.29,2015.9,20.78,19.2,88.19,3704,NaN,353.5,13.5,10,75.06,-0.01,47.9423409,-97.1966858,3.1,-0.04,15.2,5.17,2.67,77,39.98,355.1,28.1,28.1,12,460.28,15.7,-169.2,12.59,NaN,NaN
743,1042,1592.3,1494.3,1582,60.2,2,0.1,29.98,118.4,124.575,356.7,36.4,281.65,306.65,307.53,318.05,25.3,1282.22,1286.64,1298.03,1272.73,7.69,66.74,137.31,2021.4,20.81,19.27,88.48,3704,NaN,353.9,13.5,10,75.53,0,47.942749,-97.1967087,3.1,-0.04,15.2,4.84,-1.58,78,40.08,355.3,28.1,28.1,12,210.48,-74.8,-169.1,12.54,NaN,NaN
740,1043,1587.3,1491.5,1579.1,49.3,2.1,0.1,29.98,118.4,124.575,356.7,36.41,281.42,306.47,307.31,317.83,24.28,1281.7,1287.07,1297.13,1272.85,8.15,66.95,137.34,2044.6,20.88,19.2,88.81,3704,NaN,352.9,13.5,10,74.31,-0.02,47.9431572,-97.1967316,3.1,-0.03,15.2,5.06,0.86,76,40.08,355.2,28.1,28.1,12,-22.53,-161.4,-169,12.49,NaN,NaN
737,1044,1587.3,1488.5,1576.1,38.3,2.1,0.1,29.98,118.4,124.575,356.7,36.46,281.22,306.29,307.15,317.68,24.8,1283.04,1287.99,1298.16,1273.36,8.15,67.18,137.38,2060.2,20.88,19.2,89.24,3704,NaN,351.1,13.5,10,75.06,-0.05,47.9435577,-97.1967468,3.1,0.03,15.2,6.11,-0.1,77,40.08,355.1,28.1,28.1,12,-85.51,-189,-168.9,12.45,NaN,NaN
735,1045,1586.3,1487,1574.6,31.2,1.9,0.1,29.98,118.4,124.575,356.7,36.52,281.01,306.12,306.97,317.53,25.53,1285.29,1288.42,1299.46,1273.93,8.1,67.24,137.41,2064.1,21,19.12,89.51,3704,NaN,351.3,13.5,10,76.3,-0.03,47.9439659,-97.1967697,3.1,-0.03,15.2,5.08,1.42,78,40.12,354.7,28.1,28.1,12,-80.32,-118.1,-168.7,12.41,NaN,NaN
732,1046,1582.3,1483.7,1571.4,19.5,1.9,0.1,29.98,118.4,124.575,356.7,36.52,280.84,305.98,306.82,317.36,26.64,1287.49,1289.4,1301.52,1274.88,8.19,67.16,137.44,2066.1,21.08,19.04,89.81,3704,NaN,352.8,13.5,10,76.08,0.02,47.944416,-97.1967926,3.1,-0.07,15.2,4.43,0.79,78,40.12,354.7,28.1,28.1,12,-106.59,-133.9,-168.5,12.37,NaN,NaN
723,1047,1577.3,1474.9,1562.5,0.9,2.1,0.1,29.98,118.4,124.575,356.7,36.57,280.47,305.66,306.47,317.04,25.42,1288.45,1290.91,1303.12,1277.7,8.22,66.79,137.52,2074.9,21.1,18.94,90.97,3704,NaN,351.7,13.5,10,77.54,-0.01,47.9452248,-97.1968384,3.1,0.01,15.2,3.82,-0.46,80,40.04,354.8,28.1,28.1,12,-150.83,-244.1,-168.1,12.31,NaN,NaN
718,1048,1572.3,1470.3,1557.9,-11.9,2,0.2,29.98,118.4,124.575,356.7,36.62,280.32,305.51,306.32,316.94,26.57,1289.78,1291.46,1305.35,1278.78,8.29,67.32,137.55,2079.3,21.1,18.94,91.54,3704,NaN,351.9,13.5,10,77.72,-0.01,47.9456444,-97.1968613,3.1,0.08,15.2,4.28,0.2,80,40.04,354.4,28.1,28.1,12,-168.38,-267.7,-167.9,12.29,NaN,NaN
716,1049,1568.3,1468.1,1555.7,-20.9,1.8,0.1,29.98,118.4,124.575,356.7,36.66,280.15,305.41,306.21,316.81,27.78,1290.75,1292.67,1307.39,1279.61,8.2,67.11,137.58,2084.8,21.1,18.94,92.1,3704,NaN,351.5,14,10,79.31,-0.02,47.9460754,-97.1968918,3.1,0.09,15.2,5.02,0.74,81,40.04,354.4,28.1,28.1,12,-223.75,-145.7,-167.7,12.27,NaN,NaN
717,1050,1568.3,1469.3,1556.9,-26.2,1.9,0.1,29.98,118.4,124.575,356.7,36.69,280.08,305.34,306.14,316.77,28.84,1290.76,1293.9,1309.23,1280.39,8.14,67.43,137.61,2086.9,21,19.04,92.31,3704,NaN,352.3,13.5,10,79.48,-0.02,47.9465027,-97.1969223,3.1,0.04,15.2,6.61,1.78,82,40.04,354.2,28.1,28.1,12,-147.53,59.1,-167.5,12.24,NaN,NaN
723,1051,1569.3,1474.9,1562.5,-20.9,2.1,0.1,29.98,118.4,124.575,356.7,36.71,279.89,305.2,305.96,316.6,29.36,1290.18,1295.25,1310.57,1281.21,8.36,67.23,137.66,2087.5,20.93,19.04,92.06,3704,NaN,352.8,13.5,10,78.45,0,47.9469261,-97.1969452,3.1,0.1,15.2,8.06,1.42,81,39.97,354.3,28.1,28.1,12,-73.95,252,-167.3,12.21,NaN,NaN
731,1052,1572.3,1482.6,1570.2,-11.8,2,0.1,29.98,118.4,124.575,356.7,36.73,279.86,305.21,305.95,316.59,29.56,1290.95,1296.4,1311.8,1282.24,8.21,67.1,137.71,2082.6,20.83,19.12,91.44,3704,NaN,352.5,13.5,10,77.55,0,47.9473495,-97.1969757,3.1,-0.03,15.2,8.11,2.91,80,39.95,354.7,28.1,28.1,12,14.38,397.6,-167.1,12.18,NaN,NaN
738,1053,1581.3,1489.4,1577,-2.1,1.9,0.1,29.98,118.4,124.575,356.7,36.79,279.76,305.11,305.89,316.55,29.36,1292.21,1296.75,1312.42,1283.06,8.17,67.24,137.74,2074.2,20.76,19.12,90.74,3704,NaN,352.7,13.5,10,75.91,-0.03,47.947773,-97.1969986,3.1,-0.07,15.2,7.82,2.59,78,39.88,354.9,28.1,28.1,12,202.21,397.6,-167,12.15,NaN,NaN
742,1054,1589.3,1494.3,1581.9,5.8,1.9,0.1,29.98,118.4,124.575,356.7,36.78,279.64,305.07,305.79,316.42,28.87,1292.48,1296.93,1312.77,1283.9,8.27,67.02,137.78,2071.9,20.69,19.17,90.21,3704,NaN,353.8,13.5,10,75.66,-0.02,47.948204,-97.1970215,3.1,0.03,15.2,7.7,3.11,78,39.86,355.2,28.1,28.1,12,335.18,299.2,-167,12.13,NaN,NaN
748,1055,1592.3,1499.4,1587.1,12.5,2,0.1,29.98,118.4,124.575,356.7,36.82,279.51,304.96,305.75,316.33,27.88,1292.18,1297.28,1312.8,1284.92,8.65,67.38,137.83,2084.8,20.64,19.17,89.83,3704,NaN,355,13.5,10,75.36,0,47.9486198,-97.1970367,3.1,-0.03,15.2,7.16,2.33,77,39.81,355.5,28.2,28.1,12,342.73,303.1,-166.9,12.12,NaN,NaN
753,1056,1594.3,1505,1592.6,21.2,1.9,0.1,29.98,118.4,124.575,356.7,36.84,279.44,304.93,305.63,316.28,27.6,1293.92,1299.38,1313.61,1286.01,8.88,68.32,137.88,2132.4,20.64,19.17,89.57,3704,NaN,355.6,13.5,10,75.95,0.01,47.9490318,-97.1970444,3.1,-0.03,15.2,7.71,1.69,78,39.81,356,28.1,28.1,12,271.61,307.1,-167,12.11,NaN,NaN
758,1057,1599.3,1509.5,1597.1,34.6,1.8,0.1,29.98,118.4,124.575,356.7,36.84,279.36,304.88,305.61,316.2,28.54,1297.74,1302.25,1316.04,1287.5,8.92,68.01,137.92,2150.2,20.64,19.12,89.3,3704,NaN,354.7,13.5,10,76.18,-0.01,47.9494438,-97.197052,3.1,-0.01,15.2,7.45,0.64,78,39.76,356.2,28.1,28.1,12,238.94,299.2,-167.1,12.1,NaN,NaN
760,1058,1606.3,1512.4,1600,42.1,1.8,0.1,29.98,118.4,124.575,356.7,36.89,279.25,304.8,305.61,316.14,29.98,1301.57,1304.22,1319.05,1289.07,8.99,68.2,137.97,2148.4,20.64,19.2,89.13,3704,NaN,354.1,13.5,10,75.73,-0.02,47.9498405,-97.197052,3.1,-0.02,15.2,6.49,-0.25,78,39.84,356.2,28.1,28.1,12,301.77,244.1,-167.2,12.08,NaN,NaN
764,1059,1610.3,1515.4,1603,47.3,2,0.1,29.98,118.4,124.575,356.7,36.92,279.19,304.76,305.48,316.11,31.25,1303.67,1305.98,1321.75,1290.5,8.94,68.1,138.01,2151.6,20.64,19.2,89.13,3704,NaN,353.5,13.5,10,76.39,-0.05,47.9502525,-97.1970596,3.1,-0.04,15.2,7.05,0.89,79,39.84,356.1,28.2,28.1,12,306.34,189,-167.4,12.06,NaN,NaN
767,1060,1614.3,1519,1606.6,49.7,2,0.1,29.98,118.4,124.575,356.7,36.9,279.06,304.69,305.44,315.96,31.87,1304.43,1307.84,1323.57,1291.7,8.94,68.01,138.07,2149.4,20.66,19.14,89.16,3704,NaN,353.8,13.5,10,76.08,0,47.9506645,-97.1970673,3.1,0.01,15.2,5.78,0.14,78,39.8,355.9,28.1,28.1,12,291.08,212.6,-167.5,12.03,NaN,NaN
770,1061,1615.3,1521.9,1609.5,47,1.8,0.1,29.98,118.4,124.575,356.7,36.92,279.07,304.75,305.5,315.99,31.84,1304.23,1309.4,1325.45,1293.61,8.9,68.27,138.11,2152,20.71,19.07,89.44,3704,NaN,353.5,13.5,10,75.94,-0.02,47.9510841,-97.1970901,3.1,-0.07,15.2,5.15,0.97,78,39.78,355.8,28.1,28.1,12,200.67,181.1,-167.5,12.01,NaN,NaN
771,1062,1619.3,1522.9,1610.5,40.3,1.7,0.1,29.98,118.4,124.575,356.7,36.93,279.07,304.76,305.48,316,32.24,1305.26,1310.51,1327.63,1295.39,8.95,68.15,138.15,2153.1,20.81,19.04,89.92,3704,NaN,352.8,13.5,10,76.48,-0.03,47.9515076,-97.1970978,3.1,-0.03,15.2,5.04,1.15,79,39.85,355.8,28.1,28.1,12,200.97,86.6,-167.6,11.98,NaN,NaN
773,1063,1621.3,1524.6,1612.2,35.2,2,0.1,29.98,118.4,124.575,356.7,36.99,279.01,304.77,305.48,316,31.43,1306.6,1312.26,1328.55,1297.12,8.95,68.05,138.18,2157.8,20.83,19.04,90.37,3704,NaN,353.2,13.5,10,77.8,-0.01,47.9519272,-97.1971054,3.1,0.06,15.2,5.61,2.78,80,39.87,355.8,28.1,28.1,12,166.11,82.7,-167.6,11.95,NaN,NaN
776,1064,1624.3,1528.3,1615.9,34,2,0.1,29.98,118.4,124.575,356.7,37.05,278.95,304.79,305.53,316,31.1,1307.88,1313.76,1330.09,1298.99,8.99,68.42,138.23,2164.7,20.88,19.04,90.68,3704,NaN,353.5,13.5,10,79.17,-0.03,47.9523354,-97.1971207,3.1,-0.03,15.2,5.95,2.96,81,39.92,356.2,28.1,28.1,12,157.74,181.1,-167.6,11.92,NaN,NaN
780,1065,1627.3,1531.8,1619.4,32.3,1.9,0.1,29.98,118.4,124.575,356.7,37.08,278.94,304.79,305.6,316.02,30.05,1308.89,1315.17,1330.77,1300.72,8.98,68.18,138.27,2164.3,20.88,19.04,90.8,3704,NaN,354.6,13.5,10,78.3,0,47.9527512,-97.1971207,3.1,-0.08,15,5.1,1.89,81,39.92,356.5,28.1,28.1,12,171.32,208.7,-167.5,11.87,NaN,NaN
782,1066,1630.3,1534,1621.6,29,1.7,0.1,29.98,118.4,124.575,356.7,37.07,278.93,304.83,305.6,316,29.04,1309.9,1315.66,1331.22,1302.18,9.01,68.23,138.31,2168.4,20.88,19.04,91.07,3704,NaN,355.1,13.5,10,79.54,0,47.9531937,-97.1971207,3.1,-0.03,15,5.09,1.38,82,39.92,356.7,28.1,28,12,171.39,133.9,-167.4,11.82,NaN,NaN
783,1067,1630.3,1534.7,1622.3,25.2,1.7,0.1,29.98,118.4,124.575,356.7,37.17,278.93,304.9,305.61,316.1,28.47,1311.24,1316.34,1331.95,1303.48,9.05,68.28,138.35,2168.8,20.91,19.04,91.36,3704,NaN,354.9,13.5,10,79.17,-0.01,47.953598,-97.1971207,3.1,-0.05,15,5.15,2.59,81,39.95,357,28.1,28.1,12,126.57,63,-167.3,11.76,NaN,NaN
783,1068,1636.3,1534.6,1622.2,22.2,2,0.1,29.98,118.4,124.575,356.7,37.2,278.93,304.92,305.72,316.13,27.6,1312.5,1317.54,1332.19,1304.59,9.03,68.37,138.4,2167.7,20.93,19.07,91.63,3704,NaN,354.6,13.5,10,80.05,-0.05,47.9540215,-97.1971207,3.1,-0.05,15,4.47,2,82,40,357.3,28.1,28.1,12,172.7,-11.8,-167.1,11.69,NaN,NaN
781,1069,1636.3,1532.6,1620.2,17.2,2,0.1,29.98,118.4,124.575,356.7,37.19,278.94,305,305.74,316.13,27.27,1313.62,1318.48,1332.78,1305.51,9.04,67.98,138.46,2170.9,20.86,19.17,91.96,3704,NaN,357.3,13.5,10,80.9,0.01,47.9544487,-97.197113,3.1,0.01,15,4.86,2.04,83,40.03,357.3,28.1,28.1,12,156.72,-86.6,-167,11.62,NaN,NaN
778,1070,1626.3,1530.3,1617.9,11.3,1.6,0.1,29.98,118.4,124.575,356.7,37.25,278.95,305.05,305.85,316.2,26.36,1312.69,1319.64,1332.52,1306.16,9.02,67.95,138.5,2171.9,20.86,19.12,92.39,3704,NaN,356.9,13,10,78.54,-0.03,47.9548759,-97.1971054,3.1,0.17,15,5.17,1.8,81,39.98,357.9,28,28,12,-90.29,-94.5,-166.8,11.54,NaN,NaN
780,1071,1630.3,1531.4,1619.1,9.6,1.7,0.1,29.98,118.4,124.575,356.7,37.22,279.04,305.16,305.92,316.26,26.51,1312.59,1320.61,1333.34,1306.83,9,68.35,138.54,2171.7,20.86,19.17,92.8,3704,NaN,356.7,13.5,10,80.09,-0.01,47.955307,-97.1970901,3.1,0.16,15,4.82,2.21,82,40.03,358.1,28.1,28,12,-73.2,51.2,-166.8,11.45,NaN,NaN
782,1072,1632.3,1534,1621.6,11.1,1.9,0.1,29.98,118.4,124.575,356.7,37.3,279.06,305.19,306.01,316.36,26.44,1313.23,1320.32,1334.11,1307.67,8.99,68.3,138.59,2179.8,20.86,19.17,93.27,3704,NaN,357.4,13.5,10,81.5,0.03,47.9557533,-97.1970749,3.1,0.02,15,3.16,-0.89,84,40.03,358.2,28.1,28.1,12,11.81,137.8,-166.8,11.37,NaN,NaN
787,1073,1628.3,1538.8,1626.4,14.2,1.9,0.1,29.98,118.4,124.575,356.7,37.33,279.07,305.32,306.12,316.4,27.04,1314.15,1320.15,1335.32,1308.28,9.14,67.9,138.65,2183.9,20.86,19.12,93.89,3704,NaN,356.4,14,10,81.02,0,47.9561844,-97.1970596,3.1,0.22,15,5.28,-0.04,83,39.98,358.3,28.1,28.1,12,-36.37,263.8,-166.8,11.29,NaN,NaN
793,1074,1639.3,1545.3,1632.9,17,1.7,0.1,29.98,118.4,124.575,356.7,37.35,279.15,305.43,306.18,316.5,27.86,1315.47,1320.35,1336.33,1308.47,9.03,68.62,138.7,2180.3,20.83,19.12,94.32,3704,NaN,353.2,14,10,81.3,-0.1,47.9566078,-97.1970367,3.1,-0.03,15,3.45,-0.43,84,39.95,358.4,28,28,12,119.86,401.6,-166.7,11.22,NaN,NaN
799,1075,1654.3,1551.2,1638.9,19.5,1.7,0.1,29.98,118.4,124.575,356.7,37.39,279.2,305.56,306.28,316.59,28.05,1317.24,1320.66,1337,1308.95,9.04,67.64,138.73,2174.4,20.76,19.25,94.68,3704,NaN,353.8,13.5,10,81.19,0.01,47.9570427,-97.1970291,3.1,0.04,15,3.66,-2.24,84,40.01,357.7,28.1,28,12,455.81,338.6,-166.6,11.15,NaN,NaN
803,1076,1656.3,1555.2,1642.8,21.2,1.9,0.1,29.98,118.4,124.575,356.7,37.37,279.3,305.66,306.41,316.67,27.37,1317.82,1320.67,1337.02,1309.65,9.04,68.01,138.78,2175.6,20.78,19.17,95.38,3704,NaN,352.4,13.5,10,80.61,-0.08,47.957489,-97.1970291,3.1,0.02,15,4.17,2.98,83,39.95,357.2,28.1,28.1,12,407.22,224.4,-166.3,11.11,NaN,NaN
810,1077,1662.3,1561.5,1649.2,26.9,1.9,0.1,29.98,118.4,124.575,356.7,37.41,279.38,305.74,306.52,316.79,26.6,1317.09,1321.34,1336.99,1310.39,9.03,68.27,138.83,2174.3,20.69,19.27,95.93,3704,NaN,355.1,13.5,10,81.76,0,47.9579773,-97.1970215,3.1,0.04,15,4.08,2.24,84,39.96,356.8,28.1,28.1,12,407.76,330.7,-165.9,11.09,NaN,NaN
822,1078,1667.3,1574,1661.6,39.4,1.8,0.1,29.98,118.4,124.575,356.7,37.44,279.54,305.99,306.75,316.98,26.44,1316.2,1321.22,1337.59,1311.15,9.1,68.03,138.92,2186.3,20.73,19.2,96.84,3704,NaN,354.6,14,10,83.55,0,47.958828,-97.1970139,3.1,-0.04,15,5.05,1.11,86,39.93,357.7,28,28,12,214.75,397.6,-165.2,11.11,NaN,NaN
829,1079,1681.3,1580.4,1668,47.8,1.8,0,29.98,118.4,124.575,356.7,37.43,279.64,306.13,306.89,317.07,26.56,1316.43,1321.32,1338.07,1311.51,9.09,68.21,138.96,2189.4,20.71,19.2,96.76,3704,NaN,354.4,14,10,84.04,-0.05,47.9592743,-97.1969986,3.1,-0.03,15,5.3,3.21,87,39.91,357.6,28.1,28.1,13,441.33,370.1,-164.9,11.14,NaN,NaN
835,1080,1690.3,1586.9,1674.5,56.6,1.9,0.1,29.98,118.4,124.575,356.7,37.47,279.74,306.24,307.05,317.21,26.48,1316.68,1322.05,1338.33,1311.85,9.1,67.95,139.02,2195.2,20.66,19.2,96.59,3704,NaN,357.9,13.5,10,85.98,-0.03,47.9597397,-97.196991,3.1,0.04,15,5.71,2.12,89,39.86,357.7,28.1,28.1,12,539.39,381.9,-164.6,11.16,NaN,NaN
842,1081,1689.3,1593.5,1681.1,62,1.9,0.1,29.98,118.4,124.575,356.7,37.49,279.85,306.38,307.19,317.34,25.66,1316.21,1323.05,1338.24,1312.58,9.12,68.35,139.07,2202.8,20.76,18.96,96.26,3704,NaN,0.8,13.5,10,85.88,0.05,47.960186,-97.1969757,3.1,0.14,15,7,0.68,88,39.72,358.2,28.1,28.1,12,389.05,429.1,-164.3,11.16,NaN,NaN
