AltAGL,Time,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,amp2,BaroA,COM1,COM2,CRS,E1 CHT Variance,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Variance,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
0,0,935.7,749.1,837,1,2.3,0.3,30.09,118.4,119.4,356.7,15.51,167.36,169.79,177.93,182.87,90.07,1131.39,1043.62,1041.32,1060.68,2.16,60.33,69.44,1018,20.39,20.3,0,3704,NaN,177.1,14,11,0,0.02,47.9478722,-97.171814,3.1,0,18.8,1.54,-0.47,0,40.69,266.9,27.8,27.7,13,15.59,0,NaN,NaN,NaN,NaN
0,1,936.7,749.1,836.9,0.6,1.9,0.2,30.09,118.4,119.4,356.7,15.53,167.98,170.38,178.57,183.51,89.2,1130.21,1043.68,1041.01,1061.03,2.11,60.3,69.5,1016,20.39,20.3,0,3704,NaN,177.1,14,11,0,0,47.9478722,-97.171814,3.1,0.03,18.8,1.53,-0.45,0,40.69,266.9,27.7,27.7,13,25.24,0,NaN,NaN,NaN,NaN
0,2,936.7,749.1,836.9,-0.6,2,0.2,30.09,118.4,119.4,356.7,15.51,168.61,170.93,179.13,184.12,87.13,1127.87,1044.11,1040.74,1061.06,2.17,60.32,69.55,1018,20.39,20.3,0,3704,NaN,177.1,14,11,0,0.02,47.9478722,-97.171814,3.1,-0.02,18.8,1.47,-0.42,0,40.69,266.9,27.7,27.7,14,16.63,0,NaN,NaN,NaN,NaN
0,3,936.7,748.8,836.7,-0.4,1.5,0.1,30.09,118.4,119.4,356.7,15.47,169.1,171.44,179.66,184.57,87.91,1128.49,1043.95,1040.58,1060.7,2.1,60.2,69.6,1013.3,20.37,20.3,0,3704,NaN,177.1,14,11,0,0.01,47.9478683,-97.171814,3.1,0,18.8,1.51,-0.44,0,40.67,266.9,27.7,27.7,14,1.37,0,NaN,NaN,NaN,NaN
1,4,936.7,749.2,837.1,-0.2,1.5,0.1,30.09,118.4,119.4,356.7,15.51,169.8,172.09,180.34,185.31,87.9,1128.73,1045.33,1040.83,1060.23,2.17,60.27,69.66,1017.3,20.37,20.3,0,3704,NaN,177.1,14,11,0,0,47.9478683,-97.171814,3.1,0.01,18.8,1.51,-0.43,0,40.67,266.9,27.7,27.7,14,0.04,15.7,NaN,NaN,NaN,NaN
0,5,936.7,748.6,836.5,-1,2.6,0.3,30.09,118.4,119.4,356.7,15.52,170.44,172.71,180.95,185.96,87.16,1127.58,1045.86,1040.42,1059.34,2.15,60.3,69.71,1016.8,20.39,20.32,0,3704,NaN,177,14,11,0,0.02,47.9478683,-97.171814,3.1,0,18.8,1.48,-0.45,0,40.71,266.9,27.9,27.9,13,0,0,NaN,NaN,NaN,NaN
0,6,936.7,748.5,836.3,-1.3,2.6,0.2,30.09,118.4,119.4,356.7,15.46,171.07,173.29,181.56,186.53,85.34,1126.04,1045.72,1040.7,1059.19,2.14,60.31,69.76,1019.9,20.39,20.32,0,3704,NaN,177,14,11,0,0.01,47.9478683,-97.171814,3.1,0.01,18.8,1.52,-0.49,0,40.71,266.9,27.9,27.8,13,0,0,NaN,NaN,NaN,NaN
0,7,936.7,748.4,836.3,-1.1,2.7,0.2,30.09,118.4,119.4,356.7,15.47,171.66,173.85,182.14,187.13,85.37,1125.93,1044.52,1040.56,1058.78,2.21,60.28,69.82,1016.3,20.39,20.35,0,3704,NaN,177.1,14,11,0,0.02,47.9478683,-97.171814,3.1,0,18.8,1.52,-0.46,0,40.74,266.9,27.9,27.9,13,0,0,NaN,NaN,NaN,NaN
0,8,936.7,748.4,836.2,-0.3,2.7,0.2,30.09,118.4,119.4,356.7,15.47,172.25,174.4,182.72,187.72,86.83,1126.97,1044.72,1040.14,1058.05,2.15,60.23,69.87,1017.5,20.39,20.37,0,3704,NaN,177,14.5,11,0,0,47.9478683,-97.171814,3.1,-0.01,18.8,1.51,-0.48,0,40.76,266.9,27.9,27.9,14,0,0,NaN,NaN,NaN,NaN
0,9,935.7,749,836.8,-0.2,2.7,0.2,30.09,118.4,119.4,356.7,15.45,172.86,174.98,183.3,188.31,87.12,1126.82,1045.76,1039.7,1057.34,2.17,60.32,69.93,1020.1,20.39,20.42,0,3704,NaN,177.1,14,11,0,0.03,47.9478683,-97.171814,3.1,0,18.8,1.52,-0.44,0,40.81,266.9,27.9,27.9,14,-5.95,0,NaN,NaN,NaN,NaN
1,10,935.7,750,837.8,0.8,2.6,0.2,30.09,118.4,119.4,356.7,15.49,173.47,175.54,183.87,188.96,88.83,1128.44,1046.99,1039.61,1056.64,2.15,60.07,69.98,1010.9,20.39,20.44,0,3704,NaN,177,14,11,0,-0.02,47.9478683,-97.171814,3.1,-0.01,18.8,1.55,-0.44,0,40.83,266.9,27.9,27.9,13,-2.93,0,NaN,NaN,NaN,NaN
1,11,935.7,750.1,837.9,1,2.6,0.2,30.09,118.4,119.4,356.7,15.44,174.04,176.06,184.44,189.48,93.9,1132.9,1047.47,1039,1056.18,2.11,60.18,70.03,1012.8,20.37,20.49,0,3704,NaN,177,14,11,0,0.02,47.9478683,-97.171814,3.1,-0.02,18.5,1.52,-0.44,0,40.86,266.9,27.9,27.9,13,-3.6,0,NaN,NaN,NaN,NaN
2,12,936.7,750.2,838.1,1.2,2.5,0.2,30.09,118.4,119.4,356.7,15.5,174.61,176.64,185.01,190.11,95.41,1134.57,1046.27,1039.16,1056.22,2.18,60.06,70.09,1011.7,20.37,20.49,0,3704,NaN,177,14,11,0,0.01,47.9478683,-97.171814,3.1,-0.01,18.5,1.52,-0.45,0,40.86,266.9,27.9,27.9,13,7.44,0,NaN,NaN,NaN,NaN
2,13,936.7,750.4,838.2,1.5,2.5,0.2,30.09,118.4,119.4,356.7,15.45,175.2,177.17,185.58,190.65,96.64,1136.13,1045.84,1039.49,1056.25,2.18,60.19,70.14,1015.7,20.34,20.49,0,3704,NaN,177,14,11,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.52,-0.47,0,40.83,266.9,27.9,27.9,13,6.57,0,NaN,NaN,NaN,NaN
2,14,936.7,750.5,838.3,1.2,2.5,0.2,30.09,118.4,124.575,356.7,15.44,175.76,177.73,186.16,191.2,98.09,1136.94,1045.67,1038.85,1055.99,2.13,60.25,70.19,1017.4,20.34,20.52,0,3704,NaN,177,14,11,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.54,-0.45,0,40.86,266.9,27.9,27.9,13,0.29,0,NaN,NaN,NaN,NaN
1,15,936.7,750.1,837.9,1.4,2.4,0.2,30.09,118.4,124.575,356.7,15.51,176.37,178.31,186.73,191.88,95.49,1134.8,1044.23,1039.31,1055.87,2.18,60.37,70.25,1025.2,20.34,20.52,0,3704,NaN,177,14,11,0,0.01,47.9478683,-97.171814,3.1,-0.01,18.5,1.54,-0.44,0,40.86,266.9,27.9,27.9,13,0.01,0,NaN,NaN,NaN,NaN
1,16,936.7,749.5,837.3,1,2.3,0.2,30.09,118.4,124.575,356.7,15.45,177.43,179.33,187.79,192.88,95.33,1135.31,1044.64,1039.98,1055.04,2.14,60.18,70.36,1018.7,20.34,20.47,0,3704,NaN,177,13.5,11,0,0.02,47.9478683,-97.171814,3.1,0,18.5,1.55,-0.45,0,40.81,266.9,27.9,27.9,13,2.33,0,NaN,NaN,NaN,NaN
1,17,936.7,749.5,837.3,1,2.3,0.2,30.09,118.4,124.575,356.7,15.43,178,179.86,188.33,193.43,93.63,1133.98,1045.46,1040.35,1055.03,2.17,60.29,70.41,1019.8,20.34,20.47,0,3704,NaN,176.9,14,11,0,0.01,47.9478683,-97.171814,3.1,0.01,18.5,1.56,-0.45,0,40.81,266.9,27.9,27.9,13,0.2,0,NaN,NaN,NaN,NaN
1,18,936.7,749.4,837.2,1,1.2,0.2,30.09,118.4,124.575,356.7,15.48,178.55,180.41,188.85,194.03,91.84,1133.78,1045.5,1041.94,1054.84,2.14,60.23,70.46,1021.3,20.34,20.42,0,3704,NaN,177,14,11,0,0,47.9478683,-97.171814,3.1,-0.01,18.5,1.54,-0.43,0,40.76,266.9,27.7,27.7,13,-0.95,0,NaN,NaN,NaN,NaN
1,19,936.7,749.4,837.2,0.4,1.9,0.2,30.09,118.4,124.575,356.7,15.46,179.07,180.93,189.39,194.53,91.6,1134.46,1045.09,1042.86,1054.85,2.16,60.31,70.52,1025.6,20.34,20.4,0,3704,NaN,176.9,14,11,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.54,-0.46,0,40.74,266.9,27.8,27.8,13,-0.04,0,NaN,NaN,NaN,NaN
1,20,936.7,749.8,837.6,-0.2,1.1,0.2,30.09,118.4,124.575,356.7,15.48,179.57,181.44,189.92,195.05,90.03,1133.08,1044.75,1043.05,1055.52,2.16,60.29,70.57,1024.2,20.34,20.35,0,3704,NaN,176.9,14,11,0,0.01,47.9478683,-97.171814,3.1,0.01,18.5,1.53,-0.43,0,40.69,266.9,27.7,27.7,13,0,0,NaN,NaN,NaN,NaN
2,21,936.7,750.9,838.8,0.9,2.1,0.3,30.09,118.4,124.575,356.7,15.49,180.13,181.98,190.46,195.62,88.32,1131.73,1044.42,1043.41,1056.55,2.18,60.33,70.63,1026.1,20.32,20.35,0,3704,NaN,176.9,13.5,11,0,0.01,47.9478683,-97.171814,3.1,0.02,18.5,1.54,-0.42,0,40.67,266.9,27.8,27.8,13,0,0,NaN,NaN,NaN,NaN
2,22,936.7,750.7,838.5,0.4,2.3,0.2,30.09,118.4,124.575,356.7,15.53,180.65,182.48,190.97,196.18,87.75,1131.36,1045.16,1043.61,1056.88,2.13,60.22,70.68,1022.7,20.34,20.32,0,3704,NaN,176.9,13.5,11,0,0,47.9478683,-97.171814,3.1,-0.01,18.5,1.53,-0.44,0,40.66,266.9,27.8,27.8,12,0,0,NaN,NaN,NaN,NaN
2,23,936.7,750.8,838.6,0.4,1.6,0.1,30.09,118.4,124.575,356.7,15.51,181.19,183,191.53,196.7,89.25,1133.24,1045.5,1043.99,1056.79,2.17,60.16,70.74,1020,20.34,20.32,0,3704,NaN,176.9,14,11,0,0,47.9478683,-97.171814,3.1,0,18.5,1.53,-0.45,0,40.66,266.9,27.7,27.7,13,0,0,NaN,NaN,NaN,NaN
2,24,936.7,750.7,838.6,0.3,1.3,0.2,30.09,118.4,124.575,356.7,15.55,181.81,183.59,192.11,197.36,92.36,1136.19,1045.75,1043.83,1056.94,2.14,60.18,70.8,1019.7,20.34,20.32,0,3704,NaN,177,14,11,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.52,-0.4,0,40.66,266.9,27.7,27.7,13,0,0,NaN,NaN,NaN,NaN
2,25,936.7,750.8,838.7,0.8,1.9,0.2,30.09,118.4,124.575,356.7,15.56,182.2,184.01,192.53,197.76,94.06,1137.6,1045.43,1043.54,1056.85,2.18,60.2,70.85,1022,20.37,20.3,0,3704,NaN,177,14,11,0,0.01,47.9478683,-97.171814,3.1,0.01,18.5,1.53,-0.42,0,40.67,266.9,27.8,27.8,13,0,0,NaN,NaN,NaN,NaN
2,26,936.7,750.5,838.4,1.1,1.2,0.1,30.09,118.4,124.575,356.7,15.59,182.71,184.51,193.05,198.3,94.33,1138,1044.7,1043.67,1056.56,2.2,60.19,70.91,1020.5,20.37,20.3,0,3704,NaN,176.9,14,11,0,0,47.9478683,-97.171814,3.1,-0.01,18.5,1.52,-0.43,0,40.67,266.9,27.7,27.7,13,0,0,NaN,NaN,NaN,NaN
1,27,936.7,749.6,837.4,0.1,1.3,0.1,30.09,118.4,124.575,356.7,15.6,183.2,185.02,193.56,198.8,94.28,1138.08,1044.74,1043.8,1056.04,2.12,60.2,70.96,1022.4,20.39,20.3,0,3704,NaN,176.9,13.5,11,0,0.01,47.9478683,-97.171814,3.1,0.01,18.5,1.54,-0.43,0,40.69,266.9,27.7,27.7,13,1.58,0,NaN,NaN,NaN,NaN
2,28,936.7,750.2,838.1,0.9,1.6,0.2,30.09,118.4,124.575,356.7,15.61,183.71,185.51,194.07,199.32,90.92,1135.58,1045.26,1044.66,1055.82,2.16,60.2,71.02,1021.6,20.42,20.3,0,3704,NaN,176.9,13.5,10,0,0.02,47.9478683,-97.171814,3.1,-0.01,18.5,1.54,-0.46,0,40.72,266.9,27.7,27.7,12,9.98,0,NaN,NaN,NaN,NaN
2,29,936.7,750.3,838.1,0.9,2.6,0.3,30.09,118.4,124.575,356.7,15.63,184.2,186.02,194.56,199.83,89.77,1135.06,1046.53,1045.29,1055.59,2.12,60.2,71.07,1024.2,20.42,20.3,0,3704,NaN,176.9,13.5,11,0,0.01,47.9478683,-97.171814,3.1,-0.01,18.5,1.54,-0.42,0,40.72,266.9,27.7,27.7,12,1.61,0,NaN,NaN,NaN,NaN
2,30,937.7,750.3,838.2,0.6,2,0.2,30.09,118.4,124.575,356.7,15.66,184.67,186.49,195.03,200.33,90.78,1135.92,1047.06,1045.14,1055.29,2.16,60.19,71.13,1023.2,20.42,20.3,0,3704,NaN,176.9,14,11,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.54,-0.4,0,40.72,266.9,27.7,27.7,13,12.62,0,NaN,NaN,NaN,NaN
2,31,937.7,750.4,838.2,-0.6,1.1,0.1,30.09,118.4,124.575,356.7,15.66,185.18,187,195.58,200.84,92.24,1136.76,1047.9,1044.52,1055.62,2.16,60.11,71.18,1021.7,20.42,20.3,0,3704,NaN,176.9,14,11,0,0.01,47.9478683,-97.171814,3.1,-0.02,18.5,1.55,-0.42,0,40.72,266.9,27.6,27.6,13,8.98,0,NaN,NaN,NaN,NaN
2,32,936.7,750.7,838.6,0.1,1.6,0.1,30.09,118.4,124.575,356.7,15.64,185.67,187.49,196.04,201.31,94.49,1138.67,1048.7,1044.18,1056.19,2.19,60.19,71.24,1023.3,20.42,20.35,0,3704,NaN,176.9,14,11,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.54,-0.42,0,40.77,266.9,27.7,27.7,13,0.52,0,NaN,NaN,NaN,NaN
3,33,936.7,751.9,839.7,1.1,1.2,0.1,30.09,118.4,124.575,356.7,15.66,186.14,188.02,196.55,201.8,93.31,1137.11,1049.92,1043.8,1056.43,2.13,60.34,71.29,1030.9,20.42,20.35,0,3704,NaN,176.9,13.5,11,0,0,47.9478722,-97.171814,3.1,-0.01,18.5,1.54,-0.42,0,40.77,266.9,27.6,27.6,13,-14.15,0,NaN,NaN,NaN,NaN
2,34,935.7,750.9,838.8,0.2,1.7,0.2,30.09,118.4,124.575,356.7,15.71,186.71,188.53,197.12,202.42,92.29,1136.14,1051.13,1043.85,1056.45,2.17,60.32,71.35,1028.6,20.39,20.37,0,3704,NaN,176.9,13.5,10,0,0.01,47.9478722,-97.171814,3.1,0.01,18.5,1.54,-0.44,0,40.76,266.9,27.7,27.7,12,-19.41,0,NaN,NaN,NaN,NaN
2,35,935.7,750.8,838.7,0,1.7,0.2,30.09,118.4,124.575,356.7,15.79,187.07,188.96,197.53,202.86,92.96,1136.53,1051.21,1043.57,1056.81,2.15,60.3,71.4,1029.7,20.37,20.37,0,3704,NaN,177,13.5,11,0,0.01,47.9478722,-97.171814,3.1,0,18.2,1.54,-0.44,0,40.74,266.9,27.7,27.7,12,-15.56,0,NaN,NaN,NaN,NaN
2,36,936.7,750.9,838.7,0.3,3.2,0.2,30.09,118.4,124.575,356.7,15.76,187.63,189.49,198.07,203.39,92.64,1136.55,1051.59,1043.91,1057.48,2.13,60.22,71.46,1028.2,20.37,20.37,0,3704,NaN,176.9,13.5,11,0,0.01,47.9478722,-97.171814,3.1,0.01,18.5,1.56,-0.46,0,40.74,266.9,27.9,27.9,13,-1.01,0,NaN,NaN,NaN,NaN
2,37,936.7,750.8,838.6,1.2,2.9,0.2,30.09,118.4,124.575,356.7,15.75,187.99,189.89,198.46,203.74,93.88,1138.17,1051.82,1044.29,1057.91,2.19,60.14,71.52,1022.3,20.34,20.37,0,3704,NaN,176.9,13.5,11,0,0,47.9478722,-97.171814,3.1,0,18.5,1.55,-0.44,0,40.71,266.9,27.9,27.9,13,-0.03,0,NaN,NaN,NaN,NaN
2,38,935.7,750.6,838.5,0.4,2.7,0.2,30.09,118.4,124.575,356.7,15.79,188.42,190.36,198.94,204.21,96.93,1141.47,1051.87,1044.54,1058.4,2.14,60.09,71.57,1022.8,20.32,20.37,0,3704,NaN,176.9,13.5,11,0,0,47.9478683,-97.171814,3.1,0.01,18.5,1.55,-0.44,0,40.69,266.9,27.9,27.9,13,0,0,NaN,NaN,NaN,NaN
1,39,936.7,749.9,837.7,-0.4,2.3,0.2,30.09,118.4,124.575,356.7,15.78,189.01,190.9,199.49,204.79,99.05,1143.75,1052.78,1044.7,1058.85,2.11,60.09,71.63,1020.7,20.32,20.37,0,3704,NaN,177,13,11,0,0,47.9478683,-97.171814,3.1,0,18.5,1.56,-0.43,0,40.69,266.9,27.8,27.8,13,0,7.9,NaN,NaN,NaN,NaN
2,40,935.7,750.6,838.5,0.3,1.9,0.1,30.09,118.4,124.575,356.7,15.86,189.33,191.29,199.86,205.19,98.76,1143.43,1052.93,1044.67,1059.66,2.16,60.19,71.69,1026.9,20.32,20.37,0,3704,NaN,177,13,11,0,-0.01,47.9478683,-97.171814,3.1,0,18.5,1.56,-0.49,0,40.69,266.9,27.8,27.8,12,0,0,NaN,NaN,NaN,NaN
2,41,936.7,750.5,838.4,0.2,1.9,0.2,30.09,118.4,124.575,356.7,15.84,189.79,191.76,200.28,205.63,98.81,1143.43,1053.3,1044.62,1060.43,2.13,60.13,71.74,1024,20.32,20.37,0,3704,NaN,177,13,10,0,0,47.9478683,-97.171814,3.1,0,18.5,1.55,-0.48,0,40.69,266.9,27.8,27.8,12,0,0,NaN,NaN,NaN,NaN
2,42,936.7,750.5,838.4,-0.2,1.7,0.2,30.09,118.4,124.575,356.7,15.84,190.21,192.19,200.77,206.05,99.48,1144.13,1054.38,1044.65,1060.56,2.13,60.16,71.8,1026.6,20.32,20.37,0,3704,NaN,177,13,10,0,0,47.9478683,-97.171814,3.1,0.01,18.5,1.56,-0.45,0,40.69,266.9,27.7,27.7,12,12.57,0,NaN,NaN,NaN,NaN
2,43,937.7,750.5,838.4,-1.3,2,0.3,30.09,118.4,124.575,356.7,15.9,190.64,192.64,201.24,206.54,99.4,1143.75,1054.06,1044.35,1060.55,2.14,60.14,71.86,1024.3,20.32,20.37,0,3704,NaN,176.9,13.5,11,0,0,47.9478683,-97.171814,3.1,-0.01,18.5,1.56,-0.55,0,40.69,266.9,27.8,27.7,13,17.32,0,NaN,NaN,NaN,NaN
2,44,937.7,750.9,838.8,0,1.4,0.1,30.09,118.4,124.575,356.7,15.95,191.05,193.12,201.69,207,98.43,1143.34,1053.81,1044.91,1060.07,2.13,60.15,71.92,1026.7,20.34,20.35,0,3704,NaN,177,13,11,0,0.01,47.9478722,-97.171814,3.1,-0.01,18.5,1.53,-0.45,0,40.69,266.9,27.7,27.7,13,19.62,0,NaN,NaN,NaN,NaN
3,45,937.7,752,839.8,1.1,1.3,0.2,30.09,118.4,124.575,356.7,15.93,191.6,193.65,202.19,207.53,98.6,1143.57,1053.69,1044.97,1059.61,2.13,60.16,71.98,1026.9,20.34,20.35,0,3704,NaN,177,13,10,0,0,47.9478683,-97.171814,3.1,0,18.5,1.53,-0.48,0,40.69,266.9,27.7,27.7,12,16.09,0,NaN,NaN,NaN,NaN
2,46,936.7,751.2,839,0.3,1.9,0.2,30.09,118.4,124.575,356.7,16.02,192.34,194.52,203.06,208.36,95.71,1141.07,1052.38,1045.36,1061.06,2.17,60.05,72.09,1021.4,20.34,20.32,0,3704,NaN,177,13,10,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.56,-0.47,0,40.66,266.9,27.7,27.7,12,-7.88,0,NaN,NaN,NaN,NaN
2,47,936.7,751.2,839,0.4,2.8,0.3,30.09,118.4,124.575,356.7,16.05,192.88,195.03,203.56,208.93,96.61,1141.89,1053.09,1045.28,1061.93,2.19,60.04,72.15,1023.5,20.34,20.32,0,3704,NaN,177,13,10,0,0.01,47.9478683,-97.171814,3.1,-0.01,18.5,1.56,-0.41,0,40.66,266.9,27.9,27.9,12,-17.08,0,NaN,NaN,NaN,NaN
3,48,936.7,751.2,839.1,0.6,2,0.1,30.09,118.4,124.575,356.7,16.04,193.18,195.38,203.92,209.22,94.98,1139.99,1053.74,1045.01,1062.4,2.16,60.07,72.2,1024.9,20.34,20.35,0,3704,NaN,176.9,13.5,11,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.55,-0.46,0,40.69,266.9,27.7,27.7,13,-16.6,0,NaN,NaN,NaN,NaN
2,49,935.7,750.7,838.6,0.9,1.2,0.1,30.09,118.4,124.575,356.7,16.11,193.56,195.83,204.37,209.67,94.03,1138.56,1054.55,1044.53,1062.58,2.17,60.15,72.26,1027.9,20.34,20.35,0,3704,NaN,176.9,13,11,0,0,47.9478683,-97.171814,3.1,0,18.5,1.54,-0.47,0,40.69,266.9,27.7,27.7,13,-19.99,0,NaN,NaN,NaN,NaN
1,50,936.7,749.6,837.4,-1.1,2.3,0.2,30.09,118.4,124.575,356.7,16.09,194.11,196.36,204.91,210.2,92.39,1136.92,1053.97,1044.53,1062.46,2.16,60.12,72.32,1028.1,20.34,20.37,0,3704,NaN,177,13,10,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.54,-0.42,0,40.71,266.9,27.8,27.8,13,-10.3,0,NaN,NaN,NaN,NaN
2,51,936.7,750.3,838.1,-0.3,2.5,0.2,30.09,118.4,124.575,356.7,16.14,194.53,196.8,205.35,210.67,91.57,1136.42,1053.73,1044.85,1062.2,2.13,60.03,72.38,1024.2,20.34,20.37,0,3704,NaN,177,13,10,0,0,47.9478683,-97.171814,3.1,0,18.5,1.55,-0.48,0,40.71,266.9,27.9,27.9,12,11.67,0,NaN,NaN,NaN,NaN
2,52,936.7,750.2,838.1,-0.3,2.4,0.2,30.09,118.4,124.575,356.7,16.2,194.92,197.22,205.79,211.12,93.43,1138.87,1053.88,1045.44,1062.15,2.16,59.96,72.43,1021.9,20.34,20.37,0,3704,NaN,177,13,10,0,0.01,47.9478683,-97.171814,3.1,-0.01,18.5,1.56,-0.46,0,40.71,266.9,27.9,27.8,12,5.91,0,NaN,NaN,NaN,NaN
1,53,936.7,750.2,838,-0.4,2.6,0.2,30.09,118.4,124.575,356.7,16.21,195.32,197.64,206.22,211.53,93.04,1139.01,1054.57,1045.97,1061.59,2.13,59.97,72.49,1020.5,20.34,20.37,0,3704,NaN,177,13,10,0,0.02,47.9478683,-97.171814,3.1,0,18.5,1.57,-0.49,0,40.71,266.9,27.9,27.9,12,0.25,0,NaN,NaN,NaN,NaN
1,54,936.7,750.2,838,-0.8,2.3,0.2,30.09,118.4,124.575,356.7,16.23,195.72,198.07,206.6,211.95,93.93,1140.01,1055.57,1046.08,1061.2,2.17,59.92,72.55,1021.3,20.34,20.37,0,3704,NaN,177,13.5,10,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.57,-0.48,0,40.71,266.9,27.8,27.8,13,0.01,0,NaN,NaN,NaN,NaN
2,55,936.7,750.5,838.3,-1.5,1.6,0.2,30.09,118.4,124.575,356.7,16.23,196.01,198.42,206.94,212.24,94,1139.64,1055.7,1045.64,1061.6,2.18,60.08,72.61,1026.3,20.34,20.37,0,3704,NaN,177,13,11,0,0.01,47.9478683,-97.171814,3.1,-0.01,18.5,1.58,-0.47,0,40.71,266.9,27.7,27.7,13,0,0,NaN,NaN,NaN,NaN
3,56,918.2,751.6,839.4,0.4,2.4,0.3,30.07,118.4,124.575,356.7,16.28,196.48,198.89,207.47,212.76,91.94,1137.95,1055.55,1046.01,1062.19,2.17,60.12,72.66,1030.5,20.34,20.37,0,3704,NaN,177,13,10,0,0.01,47.9478683,-97.171814,3.1,-0.01,18.5,1.57,-0.49,0,40.71,266.9,27.9,27.9,12,0,0,NaN,NaN,NaN,NaN
2,57,862.9,751.1,838.9,-0.1,1.7,0.1,30.01,118.4,124.575,356.7,16.41,196.86,199.35,207.9,213.27,88.64,1135.76,1055.05,1047.12,1062.47,2.17,60.07,72.72,1026.5,20.34,20.37,0,3704,NaN,177,13,10,0,0,47.9478683,-97.171814,3.1,0.02,18.5,1.58,-0.49,0,40.71,266.9,27.7,27.7,12,0,0,NaN,NaN,NaN,NaN
3,58,835.3,751.3,839.1,0,3.1,0.2,29.98,118.4,124.575,356.7,16.4,197.25,199.73,208.28,213.65,88.06,1135.76,1055.29,1047.7,1062.82,2.19,60.14,72.78,1030.5,20.34,20.37,0,3704,NaN,177,13,10,0,0,47.9478683,-97.171814,3.1,-0.02,18.5,1.57,-0.46,0,40.71,266.9,28.1,28.1,12,0,0,NaN,NaN,NaN,NaN
3,59,834.3,751.4,839.2,0.6,3.1,0.2,29.98,118.4,124.575,356.7,16.39,197.53,200.07,208.65,213.92,89.02,1135.52,1054.42,1046.5,1063.02,2.17,60.2,72.84,1033.9,20.32,20.37,0,3704,NaN,177,13,10,0,0,47.9478683,-97.171814,3.1,0,18.5,1.57,-0.52,0,40.69,266.9,28,28,12,-12.57,0,NaN,NaN,NaN,NaN
3,60,835.3,751.5,839.3,1.9,3.1,0.2,29.98,118.4,124.575,356.7,16.42,198,200.55,209.14,214.42,88.8,1134.74,1054.36,1045.94,1063.56,2.14,60.1,72.9,1030.2,20.32,20.37,0,3704,NaN,177,13.5,10,0,0,47.9478683,-97.171814,3.1,0,18.5,1.58,-0.49,0,40.69,266.9,28,28,13,-2.05,0,NaN,NaN,NaN,NaN
2,61,835.3,751.1,839,0.9,2.9,0.2,29.98,118.4,124.575,356.7,16.48,198.39,201.01,209.56,214.87,87.45,1133.45,1054.62,1046,1063.7,2.19,60.09,72.96,1029.4,20.34,20.37,0,3704,NaN,177,13,10,0,0,47.9478683,-97.171814,3.1,0,18.5,1.58,-0.52,0,40.71,266.9,28,28,13,-0.07,0,NaN,NaN,NaN,NaN
1,62,835.3,750.2,838,-0.1,2.9,0.2,29.98,118.4,124.575,356.7,16.55,198.74,201.43,209.96,215.29,88.34,1134.49,1054.82,1046.15,1063.68,2.14,59.97,73.02,1024.2,20.34,20.35,0,3704,NaN,177,13,10,0,0.01,47.9478683,-97.171814,3.1,-0.01,18.5,1.57,-0.47,0,40.69,266.9,28,28,12,12.56,0,NaN,NaN,NaN,NaN
2,63,835.3,750.7,838.5,0.5,3,0.2,29.98,118.4,124.575,356.7,16.56,199.11,201.84,210.39,215.67,89.27,1135.97,1054.96,1046.7,1063.49,2.14,60.08,73.08,1029,20.32,20.35,0,3704,NaN,177,13,10,0,0.01,47.9478683,-97.171814,3.1,0,18.5,1.59,-0.46,0,40.67,266.9,28.1,28.1,12,3.85,0,NaN,NaN,NaN,NaN
2,64,835.3,750.7,838.5,0.5,2.9,0.2,29.98,118.4,124.575,356.7,16.6,199.49,202.18,210.77,216.09,89.95,1136.75,1054.56,1046.8,1063.42,2.13,59.98,73.14,1025.7,20.32,20.35,0,3704,NaN,177,13,10,0,0.02,47.9478683,-97.171814,3.1,0.01,18.5,1.59,-0.49,0,40.67,266.9,28.1,28.1,12,0.15,0,NaN,NaN,NaN,NaN
