AltAGL,Time,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,COM1,COM2,CRS,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
0,0,835.6,747.2,835,-0.3,4.3,120.55,119.4,270,1082.49,1031.61,1058.06,1050.2,2.55,55.32,141.43,1083.1,23.61,16.91,0,3704,NaN,358.5,43,32,0,-0.05,47.9479561,-97.1718979,3.1,-0.02,26.2,2.49,1.1,0,40.52,266.5,28,44,-16.12,0,NaN,NaN,NaN,NaN
0,1,835.6,747.5,835.3,-0.1,4.2,120.55,119.4,270,1083.5,1032.36,1057.23,1051.23,2.57,55.27,141.39,1079.8,23.62,16.9,0,3704,NaN,358.5,43,32,0,-0.02,47.9479561,-97.1718979,3.1,-0.03,26.2,2.48,1.1,0,40.52,266.5,28,44,-16,3.9,NaN,NaN,NaN,NaN
0,2,835.6,747.8,835.6,0.2,4.1,120.55,119.4,270,1081.36,1032.64,1058.01,1049.82,2.56,55.38,141.33,1087,23.57,16.92,0,3704,NaN,358.5,43,32,0,-0.04,47.9479561,-97.1718979,3.1,-0.04,26.2,2.49,1.1,0,40.49,266.5,28,44,-1.58,3.9,NaN,NaN,NaN,NaN
0,3,835.6,748.1,835.9,1.1,4.1,120.55,119.4,270,1080.57,1031.84,1058.43,1049.03,2.54,55.49,141.29,1089.5,23.59,16.94,0,3704,NaN,358.5,43,32,0,-0.01,47.9479561,-97.1718979,3.1,-0.05,26.2,2.46,1.12,0,40.53,266.5,28,44,-0.05,3.9,NaN,NaN,NaN,NaN
5,4,835.6,753.4,841.2,5.9,4.1,120.55,119.4,270,1079.87,1031.57,1057.25,1049.91,2.56,55.48,141.26,1088.7,23.61,16.93,0,3704,NaN,358.5,112,24,0,-0.02,47.9479523,-97.1718903,3.1,-0.01,26.2,2.46,1.12,0,40.54,266.5,28,30,0,0,NaN,NaN,NaN,NaN
6,5,835.6,754.5,842.3,7,4.1,120.55,119.4,270,1077.55,1031.21,1056.41,1049.66,2.55,55.42,141.23,1084.7,23.6,16.94,0,3704,NaN,358.5,111.5,24,0,-0.02,47.9479523,-97.1718903,3.1,0.01,26.2,2.48,1.15,0,40.54,266.5,28,30,0,0,NaN,NaN,NaN,NaN
6,6,835.6,754.4,842.2,7.6,4.1,120.55,119.4,270,1075.61,1030.8,1055.16,1049.91,2.56,55.38,141.19,1086.9,23.6,16.94,0,3704,NaN,358.5,109.5,24,0,-0.01,47.9479523,-97.1718903,3.1,0.07,26.2,2.49,1.15,0,40.54,266.5,28,30,-9.92,0,NaN,NaN,NaN,NaN
5,7,835.6,753.8,841.6,7,4.2,120.55,119.4,270,1074.35,1031.05,1053.23,1051.87,2.53,55.31,141.15,1084.1,23.59,16.93,0,3704,NaN,358.6,109.5,24,0,-0.01,47.9479446,-97.1718903,3.1,0.01,26.2,2.5,1.16,0,40.52,266.5,28,30,-15.75,0,NaN,NaN,NaN,NaN
5,8,835.6,753.9,841.7,7.1,4.3,120.55,119.4,270,1074.77,1031.39,1053.47,1053.73,2.53,55.29,141.13,1084,23.58,16.91,0,3704,NaN,358.6,110,24,0,-0.01,47.9479446,-97.1718903,3.1,0,26.2,2.5,1.18,0,40.49,266.5,28,30,-15.99,0,NaN,NaN,NaN,NaN
5,9,835.6,754,841.8,6.7,4.2,120.55,119.4,270,1074.24,1031.13,1054.12,1054.47,2.55,55.32,141.07,1086.9,23.59,16.92,0,3704,NaN,358.6,110.5,24,0,0,47.9479446,-97.1718903,3.1,0.01,26.2,2.49,1.19,0,40.51,266.5,28,30,-16,0,NaN,NaN,NaN,NaN
5,10,834.6,754,841.8,6.8,4.1,120.55,119.4,270,1074.3,1032.21,1055.05,1054.87,2.57,55.34,141.02,1084.8,23.61,16.92,0,3704,NaN,358.6,111,24,0,-0.03,47.9479446,-97.1718903,3.1,-0.02,26.2,2.47,1.18,0,40.53,266.5,28,30,-15.39,0,NaN,NaN,NaN,NaN
4,11,835.6,752.9,840.7,5.4,4.1,120.55,119.4,270,1074.55,1032.76,1055.73,1054.77,2.55,55.32,140.99,1084.5,23.57,16.92,0,3704,NaN,358.6,110.5,24,0,-0.04,47.9479446,-97.1718903,3.1,0,26.2,2.48,1.2,0,40.49,266.5,28,30,-3.56,0,NaN,NaN,NaN,NaN
5,12,835.6,753.5,841.3,5.7,3.9,120.55,119.4,270,1072.59,1033.37,1057.95,1054.25,2.56,55.32,140.93,1082.9,23.58,16.91,0,3704,NaN,358.6,108.5,24,0,-0.02,47.9479446,-97.1718903,3.1,-0.01,26.2,2.49,1.2,0,40.49,266.5,28,30,-0.18,0,NaN,NaN,NaN,NaN
6,13,835.6,754.5,842.4,6.5,4.1,120.55,119.4,270,1072.18,1034.76,1058.02,1053.29,2.57,55.33,140.89,1086.1,23.56,16.93,0,3704,NaN,358.6,108.5,24,0,-0.02,47.9479523,-97.1718903,3.1,0,26.2,2.52,1.2,0,40.49,266.5,28,30,-0.01,0,NaN,NaN,NaN,NaN
6,14,835.6,754.6,842.4,1.2,4.1,120.55,119.4,270,1073.82,1035.3,1058.43,1052,2.54,55.37,140.84,1086.2,23.56,16.93,0,3704,NaN,358.6,108.5,24,0,-0.02,47.9479523,-97.1718903,3.1,-0.02,26.2,2.53,1.21,0,40.49,266.5,28,30,0,0,NaN,NaN,NaN,NaN
6,15,835.6,754.6,842.4,0.1,4,120.55,119.4,270,1078.72,1035.59,1059.75,1049.63,2.55,55.41,140.82,1088.1,23.58,16.93,0,3704,NaN,358.6,109,24,0,-0.04,47.9479523,-97.1718903,3.1,0,26.2,2.53,1.2,0,40.51,266.5,28,30,0,0,NaN,NaN,NaN,NaN
6,16,835.6,754.9,842.7,0.5,4,120.55,119.4,270,1081.85,1037.69,1062.78,1048.76,2.54,55.44,140.78,1087.7,23.62,16.91,0,3704,NaN,358.6,110,24,0,0,47.9479523,-97.1718903,3.1,-0.04,26.2,2.52,1.22,0,40.53,266.5,28,30,0,0,NaN,NaN,NaN,NaN
7,17,835.6,755.9,843.7,2.1,4,120.55,119.4,270,1081.53,1038.25,1064.49,1050.75,2.55,55.36,140.72,1084.4,23.63,16.91,0,3704,NaN,358.6,109.5,24,0,-0.03,47.9479523,-97.1718903,3.1,0.02,26.2,2.54,1.2,0,40.54,266.5,28,30,-9.92,0,NaN,NaN,NaN,NaN
7,18,834.6,755.8,843.6,1.9,3.8,120.55,119.4,270,1080.81,1038.63,1063.19,1052.31,2.53,55.36,140.68,1083.9,23.63,16.92,0,3704,NaN,358.6,107.5,24,0,0,47.9479446,-97.1718903,3.1,0.06,26.2,2.55,1.22,0,40.55,266.5,28,30,-15.75,0,NaN,NaN,NaN,NaN
5,19,834.6,754,841.8,0,3.9,120.55,119.4,270,1080.77,1038.77,1062.11,1053.69,2.54,55.27,140.63,1080.3,23.62,16.91,0,3704,NaN,358.5,107.5,23,0,-0.03,47.9479446,-97.1718903,3.1,-0.02,26.2,2.53,1.21,0,40.53,266.5,28,29,-15.99,0,NaN,NaN,NaN,NaN
5,20,835.6,753.8,841.6,-0.2,4,120.55,119.4,270,1083.58,1039.24,1062.32,1053.97,2.54,55.32,140.6,1081.8,23.62,16.91,0,3704,NaN,358.5,108,24,0,0,47.9479446,-97.1718903,3.1,-0.04,26.2,2.5,1.21,0,40.53,266.5,28,30,-11.2,0,NaN,NaN,NaN,NaN
5,21,835.6,753.7,841.5,0.8,4,120.55,119.4,270,1083.43,1038.2,1061.35,1052.17,2.55,55.43,140.54,1088.9,23.6,16.93,0,3704,NaN,358.5,108.5,24,0,-0.01,47.9479446,-97.1718903,3.1,0.02,26.2,2.5,1.2,0,40.53,266.5,28,30,-0.59,0,NaN,NaN,NaN,NaN
5,22,835.6,753.5,841.4,0.1,4.1,120.55,119.4,270,1082.89,1037.32,1059.34,1052.72,2.56,55.49,140.52,1090.6,23.6,16.9,0,3704,NaN,358.5,109,24,0,-0.01,47.9479446,-97.1718903,3.1,0,26.2,2.5,1.19,0,40.5,266.5,28,30,-0.02,0,NaN,NaN,NaN,NaN
4,23,835.6,752.3,840.1,-2.3,3.9,120.55,119.4,270,1083.12,1037.59,1060.11,1053.46,2.56,55.47,140.46,1086.6,23.6,16.9,0,3704,NaN,358.4,108.5,24,0,-0.02,47.9479446,-97.1718903,3.1,0,26.2,2.53,1.16,0,40.5,266.5,28,30,0,0,NaN,NaN,NaN,NaN
3,24,835.6,752.2,840,-2.4,4,120.55,119.4,270,1084.67,1038.13,1062.06,1053.31,2.56,55.43,140.43,1086.9,23.59,16.92,0,3704,NaN,358.4,106.5,24,0,-0.03,47.9479523,-97.1718903,3.1,-0.06,26.2,2.5,1.18,0,40.51,266.5,28,30,-13.05,0,NaN,NaN,NaN,NaN
5,25,835.6,754.2,842,-0.4,4,120.55,119.4,270,1080.19,1037.78,1061.97,1054.54,2.56,55.43,140.39,1087,23.58,16.92,0,3704,NaN,358.4,106.5,23,0,-0.01,47.9479446,-97.1718903,3.1,-0.01,26.2,2.53,1.16,0,40.5,266.5,28,29,-14.65,0,NaN,NaN,NaN,NaN
6,26,835.6,754.4,842.2,-0.5,3.7,120.55,119.4,270,1078.48,1035.82,1062.36,1055.47,2.55,55.39,140.38,1087.5,23.58,16.92,0,3704,NaN,358.3,107,23,0,-0.02,47.9479446,-97.1718903,3.1,0.03,26.2,2.56,1.14,0,40.5,266.5,28,29,-15.94,0,NaN,NaN,NaN,NaN
6,27,835.6,754.5,842.3,-1.4,3.9,120.55,119.4,270,1078.38,1034.87,1061.79,1056.44,2.55,55.41,140.34,1089.2,23.58,16.93,0,3704,NaN,358.3,107.5,24,0,-0.04,47.9479446,-97.1718903,3.1,-0.01,26.2,2.55,1.13,0,40.51,266.5,28,30,-16,0,NaN,NaN,NaN,NaN
6,28,834.6,754.5,842.4,-1.2,3.9,120.55,119.4,270,1078.03,1035.38,1061.88,1056.39,2.55,55.4,140.31,1088.7,23.58,16.93,0,3704,NaN,358.3,108,24,0,-0.01,47.9479446,-97.1718903,3.1,0.01,26.2,2.53,1.12,0,40.51,266.5,28,30,-16,0,NaN,NaN,NaN,NaN
7,29,834.6,755.6,843.4,1.6,3.9,120.55,124.575,270,1079.18,1036.32,1064.42,1055.9,2.57,55.1,140.29,1071.7,23.58,16.9,0,3704,NaN,358.3,107.5,24,0,-0.02,47.9479446,-97.1718903,3.1,0.02,26.2,2.52,1.11,0,40.48,266.5,28,30,-18.61,0,NaN,NaN,NaN,NaN
7,30,834.6,756.2,844,2.4,3.9,120.55,124.575,270,1079.23,1037.54,1065.83,1046.62,2.53,55.09,140.24,1075.8,23.54,16.91,0,3704,NaN,358.3,105.5,24,0,-0.02,47.9479446,-97.1718903,3.1,0.02,26.2,2.53,1.11,0,40.45,266.5,28,30,-14.7,0,NaN,NaN,NaN,NaN
6,31,835.6,754.6,842.4,0.9,3.8,120.55,124.575,270,1078.08,1039.28,1066.78,1045.33,2.53,55.3,140.22,1085.3,23.53,16.9,0,3704,NaN,358.2,106,23,0,-0.04,47.9479446,-97.1718903,3.1,0.03,26.2,2.54,1.1,0,40.43,266.5,28,29,-0.98,3.9,NaN,NaN,NaN,NaN
6,32,835.6,754.6,842.4,1,3.9,120.55,124.575,270,1081.14,1041.19,1067.65,1048.5,2.55,55.45,140.17,1093.8,23.57,16.89,0,3704,NaN,358.3,106,23,0,-0.02,47.9479446,-97.1718903,3.1,0.02,26.2,2.55,1.11,0,40.46,266.5,28,29,-0.03,0,NaN,NaN,NaN,NaN
6,33,835.6,754.6,842.4,2.3,3.8,120.55,124.575,270,1086.66,1041.11,1067.79,1049.95,2.55,55.46,140.14,1091.6,23.56,16.91,0,3704,NaN,358.2,107,23,0,-0.02,47.9479446,-97.1718903,3.1,-0.01,26.2,2.52,1.08,0,40.47,266.5,28,29,0,0,NaN,NaN,NaN,NaN
6,34,835.6,754.7,842.5,2.5,3.9,120.55,124.575,270,1085.48,1041.58,1067.27,1054.43,2.56,55.51,140.08,1092.6,23.57,16.91,0,3704,NaN,358.2,107.5,24,0,-0.02,47.9479446,-97.1718903,3.1,0.01,26.2,2.54,1.1,0,40.48,266.5,28,30,-12.97,0,NaN,NaN,NaN,NaN
5,35,835.6,753.6,841.4,-0.6,4,120.55,124.575,270,1084.82,1042.38,1067.36,1059.39,2.56,55.5,140.06,1091.6,23.6,16.9,0,3704,NaN,358.2,107,24,0,-0.02,47.9479523,-97.1718903,3.1,0.02,26.2,2.53,1.09,0,40.5,266.5,28,29,-2.08,3.9,NaN,NaN,NaN,NaN
4,36,834.6,753,840.8,-1.4,3.8,120.55,124.575,270,1085.6,1042.9,1067.95,1060.27,2.57,55.47,140.04,1088.9,23.58,16.91,0,3704,NaN,358.2,105,24,0,-0.02,47.9479523,-97.1718903,3.1,0.02,26.2,2.53,1.1,0,40.49,266.5,28,30,-13.17,-3.9,NaN,NaN,NaN,NaN
6,37,835.6,755.1,842.9,0.6,3.8,120.55,124.575,270,1082.77,1043.6,1068.87,1060.49,2.55,55.48,140.02,1090.3,23.57,16.92,0,3704,NaN,358.1,105,22,0,-0.03,47.9479523,-97.1718903,3.1,0,26.2,2.5,1.08,0,40.49,266.5,28,28,-14.59,0,NaN,NaN,NaN,NaN
6,38,835.6,755.1,843,0.6,3.9,120.55,124.575,270,1079.35,1044.03,1070.91,1058.93,2.53,55.49,139.97,1089,23.55,16.93,0,3704,NaN,358.2,105.5,23,0,-0.02,47.9479523,-97.1718903,3.1,0.05,26.2,2.52,1.11,0,40.48,266.5,28,28,-10.39,0,NaN,NaN,NaN,NaN
7,39,835.6,755.3,843.1,-0.3,3.8,120.55,124.575,270,1079.71,1043.34,1069.59,1058.03,2.53,55.53,139.91,1092.8,23.55,16.93,0,3704,NaN,358.2,106,23,0,-0.01,47.9479523,-97.1718903,3.1,-0.01,26.2,2.48,1.1,0,40.48,266.5,28,29,-4.68,0,NaN,NaN,NaN,NaN
7,40,834.6,755.3,843.2,-0.8,3.8,120.55,124.575,270,1080.07,1043.53,1068.21,1058.91,2.54,55.41,139.85,1087.2,23.55,16.9,0,3704,NaN,358.2,107,23,0,-0.01,47.9479523,-97.1718903,3.1,-0.01,26.2,2.47,1.1,0,40.45,266.5,28,29,-6.16,3.9,NaN,NaN,NaN,NaN
8,41,834.6,756.4,844.2,1.8,3.8,120.55,124.575,270,1079.35,1043.85,1066.23,1057.25,2.55,55.43,139.82,1088.2,23.52,16.89,0,3704,NaN,358.2,106.5,24,0,-0.01,47.9479446,-97.1718903,3.1,0.01,26.2,2.5,1.11,0,40.41,266.5,28,29,-15.19,0,NaN,NaN,NaN,NaN
8,42,834.6,756.7,844.6,2.2,3.8,120.55,124.575,270,1079.78,1042.59,1065.19,1056.04,2.55,55.35,139.79,1084.5,23.53,16.91,0,3704,NaN,358.1,104.5,24,0,-0.01,47.9479446,-97.1718903,3.1,0.02,26.2,2.52,1.1,0,40.44,266.5,28,29,-15.97,0,NaN,NaN,NaN,NaN
6,43,834.6,755,842.8,0.4,3.8,120.55,124.575,270,1081.15,1041.72,1065.94,1056.47,2.55,55.44,139.77,1089.9,23.56,16.89,0,3704,NaN,358.1,104.5,22,0,-0.03,47.9479446,-97.1718903,3.1,0,26.2,2.49,1.1,0,40.45,266.5,28,28,-16,3.9,NaN,NaN,NaN,NaN
6,44,834.6,754.7,842.5,0,3.8,120.55,124.575,270,1080.66,1040.16,1067.89,1054.41,2.55,55.43,139.74,1088.8,23.56,16.9,0,3704,NaN,358.2,104.5,22,0,-0.02,47.9479446,-97.1718903,3.1,0.08,26.2,2.54,1.1,0,40.46,266.5,28,28,-16,0,NaN,NaN,NaN,NaN
6,45,834.6,754.6,842.4,1,3.8,120.55,124.575,270,1080.93,1038.84,1067.91,1053.48,2.55,55.24,139.7,1079.4,23.57,16.93,0,3704,NaN,358.1,105,22,0,-0.02,47.9479446,-97.1718903,3.1,0.01,26.2,2.49,1.1,0,40.5,266.5,28,28,-16,0,NaN,NaN,NaN,NaN
6,46,834.6,754.5,842.3,1.5,3.8,120.55,124.575,270,1080.73,1039.13,1067.27,1055.56,2.55,55.24,139.69,1080.4,23.57,16.91,0,3704,NaN,358.1,106,23,0,-0.01,47.9479446,-97.1718903,3.1,0.03,26.2,2.5,1.11,0,40.48,266.5,28,28,-10.05,0,NaN,NaN,NaN,NaN
5,47,834.6,753.8,841.6,-1.3,3.7,120.55,124.575,270,1083.46,1039.72,1066.92,1054.8,2.54,54.99,139.62,1055.9,23.56,16.93,0,3704,NaN,358.1,105,23,0,-0.03,47.9479446,-97.1718903,3.1,-0.01,26.2,2.5,1.11,0,40.49,266.5,28,28,-9.55,0,NaN,NaN,NaN,NaN
5,48,834.6,753.8,841.6,-1.4,3.7,120.55,124.575,270,1080.48,1038.84,1068.66,1045.03,2.56,55.14,139.57,1077.5,23.56,16.92,0,3704,NaN,358.1,103.5,24,0,-0.01,47.9479446,-97.1718903,3.1,-0.02,26.2,2.5,1.11,0,40.48,266.5,28,28,-15.71,0,NaN,NaN,NaN,NaN
7,49,834.6,755.9,843.7,0.6,3.8,120.55,124.575,270,1079.17,1038.76,1067.42,1045.33,2.55,55.24,139.54,1078.1,23.53,16.91,0,3704,NaN,358.1,103.5,22,0,-0.04,47.9479446,-97.1718903,3.1,-0.01,26.2,2.53,1.1,0,40.44,266.5,28,28,-14.55,0,NaN,NaN,NaN,NaN
7,50,834.6,756.1,843.9,0.7,3.7,120.55,124.575,270,1082.6,1039.85,1067.33,1046.77,2.57,55.32,139.5,1084.3,23.52,16.9,0,3704,NaN,358.2,104,22,0,-0.03,47.9479446,-97.1718903,3.1,-0.01,26.2,2.5,1.11,0,40.42,266.5,28,28,-0.97,0,NaN,NaN,NaN,NaN
8,51,834.6,756.5,844.3,0.1,3.8,120.55,124.575,270,1084.38,1039.47,1066.82,1047.45,2.56,55.3,139.46,1082.7,23.55,16.88,0,3704,NaN,358.2,104.5,22,0,-0.03,47.9479446,-97.1718903,3.1,-0.03,26.2,2.52,1.12,0,40.43,266.5,28,28,-7.39,0,NaN,NaN,NaN,NaN
8,52,834.6,756.7,844.6,0,3.9,120.55,124.575,270,1064.97,1033.91,1057.63,1044.88,2.55,54.82,139.42,1064.8,23.56,16.9,0,3704,NaN,358.2,105,22,0,-0.03,47.9479446,-97.1718903,3.1,0,26.2,2.54,1.12,0,40.46,266.5,28,28,-14.96,0,NaN,NaN,NaN,NaN
8,53,834.6,756.6,844.4,1.6,3.7,120.55,124.575,270,1062.93,1032.01,1057.46,1044.98,2.57,55.18,139.44,1079.6,23.57,16.91,0,3704,NaN,358.2,104.5,23,0,-0.02,47.9479446,-97.1718903,3.1,0.03,26.2,2.53,1.13,0,40.48,266.5,28,28,-1.32,0,NaN,NaN,NaN,NaN
9,54,834.6,757.3,845.2,2.7,3.7,120.55,124.575,270,1072.3,1032.85,1058.91,1046.93,2.56,55.37,139.42,1084.3,23.56,16.92,0,3704,NaN,358.2,102.5,23,0,-0.03,47.9479446,-97.1718903,3.1,-0.06,26.2,2.47,1.14,0,40.48,266.5,28,28,-4.53,3.9,NaN,NaN,NaN,NaN
7,55,834.6,755.6,843.5,1.1,3.6,120.55,124.575,270,1097.27,1035.55,1061.61,1049.46,2.56,55.4,139.35,1088.5,23.54,16.91,0,3704,NaN,358.3,103,22,0,-0.02,47.9479446,-97.1718903,3.1,-0.06,26.2,2.46,1.14,0,40.45,266.5,28,28,-15.35,0,NaN,NaN,NaN,NaN
7,56,834.6,755.6,843.4,1.1,3.7,120.55,124.575,270,1099.21,1042.61,1069.48,1051.8,2.53,55.56,139.33,1094.9,23.54,16.91,0,3704,NaN,358.3,103.5,22,0,-0.01,47.9479446,-97.1718903,3.1,0,26.2,2.5,1.16,0,40.45,266.5,28,28,-14.11,3.9,NaN,NaN,NaN,NaN
7,57,834.6,755.5,843.3,1.7,3.7,120.55,124.575,270,1094.76,1047.21,1071.02,1065.61,2.57,55.46,139.34,1088.8,23.54,16.9,0,3704,NaN,358.3,104,22,0,-0.03,47.9479446,-97.1718903,3.1,0.02,26.2,2.5,1.16,0,40.44,266.5,28,28,-15.91,0,NaN,NaN,NaN,NaN
7,58,834.6,755.5,843.4,1.8,3.5,120.55,124.575,270,1093.05,1047.01,1072.6,1069.84,2.53,55.27,139.31,1079.1,23.54,16.9,0,3704,NaN,358.4,104.5,22,0,-0.01,47.9479446,-97.1718903,3.1,0,26.2,2.52,1.18,0,40.44,266.5,28,28,-16,0,NaN,NaN,NaN,NaN
8,59,834.6,756.4,844.2,0.5,3.6,120.55,124.575,270,1091.22,1045.28,1072.86,1066.85,2.52,55.19,139.28,1077.1,23.55,16.91,0,3704,NaN,358.4,104,23,0,-0.03,47.9479446,-97.1718903,3.1,-0.03,26.2,2.52,1.18,0,40.46,266.5,28,28,-16,0,NaN,NaN,NaN,NaN
7,60,834.6,755.9,843.7,-0.2,3.6,120.55,124.575,270,1090.87,1043.39,1072.48,1063.54,2.52,55.18,139.27,1075.5,23.54,16.91,0,3704,NaN,358.4,102,23,0,-0.03,47.9479446,-97.1718903,3.1,-0.06,26.2,2.5,1.2,0,40.45,266.5,28,28,-6.08,0,NaN,NaN,NaN,NaN
8,61,834.6,756.9,844.7,0.4,3.6,120.55,124.575,270,1088.41,1042.97,1072.23,1062.29,2.51,55.24,139.26,1079.3,23.53,16.92,0,3704,NaN,358.4,102.5,22,0,-0.03,47.9479446,-97.1718903,3.1,-0.03,26.2,2.52,1.21,0,40.45,266.5,28,28,-0.25,0,NaN,NaN,NaN,NaN
8,62,834.6,757,844.8,0.2,3.8,120.55,124.575,270,1088.99,1043.89,1071.49,1062.15,2.55,55.27,139.25,1080.5,23.5,16.93,0,3704,NaN,358.4,102.5,22,0,-0.02,47.9479446,-97.1718903,3.1,-0.01,26.2,2.52,1.2,0,40.43,266.5,28,28,-9.92,0,NaN,NaN,NaN,NaN
8,63,834.6,757.1,844.9,0.5,3.7,120.55,124.575,270,1091.57,1043.53,1070.4,1059.7,2.54,55.29,139.19,1082.2,23.5,16.91,0,3704,NaN,358.4,103.5,22,0,-0.01,47.9479446,-97.1718903,3.1,0,26.2,2.56,1.2,0,40.41,266.5,28,28,-15.75,3.9,NaN,NaN,NaN,NaN
8,64,834.6,757,844.8,-0.4,3.7,120.55,124.575,270,1089.43,1042.66,1068.34,1058.77,2.56,55.26,139.16,1078.6,23.52,16.9,0,3704,NaN,358.3,104,22,0,-0.03,47.9479446,-97.1718903,3.1,-0.02,26.2,2.55,1.19,0,40.42,266.5,28,28,-10.87,0,NaN,NaN,NaN,NaN
8,65,834.6,756.6,844.4,0.9,3.7,120.55,124.575,270,1090.94,1043.09,1067.43,1059.08,2.56,55.24,139.12,1080.8,23.53,16.89,0,3704,NaN,358.4,103.5,22,0,-0.01,47.9479446,-97.1718903,3.1,-0.01,26.2,2.55,1.2,0,40.42,266.5,28,28,-7.57,3.9,NaN,NaN,NaN,NaN
8,66,834.6,756.8,844.6,1.2,3.6,120.55,124.575,270,1090.59,1043.71,1068.15,1058.69,2.54,55.27,139.09,1081.3,23.53,16.89,0,3704,NaN,358.4,101.5,23,0,-0.01,47.9479446,-97.1718903,3.1,-0.04,26,2.55,1.18,0,40.42,266.5,28,28,-0.35,3.9,NaN,NaN,NaN,NaN
7,67,834.6,755.8,843.6,0.3,3.6,120.55,124.575,270,1091.68,1045.25,1067.74,1057.83,2.56,55.29,139.07,1082,23.52,16.89,0,3704,NaN,358.4,101.5,22,0,-0.02,47.9479446,-97.1718903,3.1,-0.04,26,2.56,1.18,0,40.41,266.5,28,28,-0.01,3.9,NaN,NaN,NaN,NaN
7,68,834.6,755.6,843.4,0,3.6,120.55,124.575,270,1092.83,1045.8,1067.82,1056.83,2.53,55.24,139.03,1079.5,23.49,16.89,0,3704,NaN,358.3,102.5,22,0,-0.01,47.9479446,-97.1718903,3.1,0,26.2,2.56,1.16,0,40.38,266.5,28,28,-5.95,3.9,NaN,NaN,NaN,NaN
7,69,834.6,755.4,843.2,-1,3.5,120.55,124.575,270,1091.87,1045.81,1068.12,1055.89,2.52,55.2,139,1075.7,23.51,16.9,0,3704,NaN,358.3,103,22,0,-0.02,47.9479446,-97.1718903,3.1,-0.03,26.2,2.57,1.18,0,40.41,266.5,28,28,-15.5,0,NaN,NaN,NaN,NaN
6,70,833.6,755.2,843,-0.7,3.6,120.55,124.575,270,1088.26,1047.04,1069.03,1055.28,2.53,55.23,138.97,1076.9,23.46,16.9,0,3704,NaN,358.3,103.5,22,0,-0.02,47.9479446,-97.1718903,3.1,0,26,2.54,1.16,0,40.36,266.5,28,28,-15.99,3.9,NaN,NaN,NaN,NaN
6,71,834.6,754.9,842.7,-2,3.7,120.55,124.575,270,1086.72,1047.21,1068.49,1055.46,2.55,55.22,138.93,1077.2,23.47,16.9,0,3704,NaN,358.2,103,22,0,-0.01,47.9479446,-97.1718903,3.1,-0.04,26,2.53,1.15,0,40.37,266.5,28,28,-14.56,3.9,NaN,NaN,NaN,NaN
6,72,834.6,754.7,842.5,-2.3,3.6,120.55,124.575,270,1086.91,1046.32,1069.33,1056.04,2.57,55.21,138.9,1078.5,23.48,16.91,0,3704,NaN,358.1,101,23,0,-0.02,47.9479446,-97.1718903,3.1,0.01,26,2.55,1.14,0,40.39,266.5,28,28,-0.97,3.9,NaN,NaN,NaN,NaN
8,73,834.6,756.7,844.5,-0.4,3.6,120.55,124.575,270,1085.55,1046.22,1071.13,1057.13,2.56,55.29,138.88,1081.2,23.45,16.92,0,3704,NaN,358.2,101.5,22,0,0,47.9479446,-97.1718903,3.1,-0.01,26,2.55,1.15,0,40.37,266.5,28,27,-0.03,0,NaN,NaN,NaN,NaN
8,74,834.6,756.8,844.6,-0.2,3.5,120.55,124.575,270,1085.62,1046.25,1073.4,1057.13,2.55,55.34,138.84,1083.8,23.48,16.92,0,3704,NaN,358.1,102,22,0,-0.03,47.9479446,-97.1718903,3.1,0.04,26,2.53,1.13,0,40.4,266.5,28,28,-6.3,0,NaN,NaN,NaN,NaN
8,75,834.6,756.9,844.7,0.3,3.6,120.55,124.575,270,1086.31,1045.94,1074.58,1057.38,2.56,55.41,138.82,1087,23.45,16.91,0,3704,NaN,358.1,102.5,22,0,-0.02,47.9479446,-97.1718903,3.1,0.03,26,2.54,1.13,0,40.36,266.5,28,28,-7.5,0,NaN,NaN,NaN,NaN
8,76,834.6,757,844.8,0.2,3.5,120.55,124.575,270,1086.68,1044.99,1075.42,1057.94,2.56,55.36,138.81,1084.1,23.47,16.91,0,3704,NaN,358.1,103.5,22,0,-0.03,47.9479446,-97.1718903,3.1,0.02,26,2.53,1.13,0,40.38,266.5,28,28,-6.67,0,NaN,NaN,NaN,NaN
8,77,833.6,756.7,844.5,0.9,3.6,120.55,124.575,270,1088.33,1044.59,1076.15,1060.21,2.55,55.34,138.81,1083.3,23.5,16.91,0,3704,NaN,358.1,103,22,0,-0.02,47.9479446,-97.1718903,3.1,0.01,26,2.52,1.13,0,40.41,266.5,28,28,-15.48,0,NaN,NaN,NaN,NaN
8,78,834.6,756.8,844.6,1.2,3.6,120.55,124.575,270,1088.85,1045.57,1075.64,1060.45,2.55,55.27,138.78,1080.8,23.49,16.91,0,3704,NaN,358.1,101,22,0,-0.02,47.9479446,-97.1718903,3.1,0,26,2.5,1.12,0,40.4,266.5,28,28,-15.98,0,NaN,NaN,NaN,NaN
